,text,source,is_phishing
74,"Subject: re : invitation to speak at power 2000
hi vince
that ' s great - delighted you ' ll be participating . i ' ve put you down as the
chairman for stream 1 , day 1 on 9 may 2000 .
by the way , is your job title still vp , head of research at enron north
america ? i need to know for the brochure .
if i don ' t speak to you before the new year , i wish you a very merry xmas
and a happy new millennium !
emma
- - - - - original message - - - - -
from : vince j kaminski
to : emma wolfin
cc : vince j kaminski
date : thursday , december 16 , 1999 9 : 02 am
subject : re : invitation to speak at power 2000
>
>
> emma ,
>
> mergers and acquisitions are not my cup of tea .
>
> chairing stream 1 on day 1 seems to be a better match .
>
> vince
>
>
>
>
>
> "" emma wolfin "" on 12 / 15 / 99 10 : 51 : 34 am
>
> to : vince j kaminski / hou / ect @ ect
> cc :
> subject : re : invitation to speak at power 2000
>
>
>
>
> hi vince
>
> thanks for getting back to me quickly ! as it happens , all of the sessions
> you suggested are already taken !
>
> so , would you be interested in chairing either stream 1 on day 1 of the
> conference - "" pricing and trading in the us power market "" or stream 3 on
> day 2 of the conference - "" latest developments in the us energy industry "" .
> for your information , the people presenting on day 1 in stream 1 include :
>
> - spyros maragos , dynegy on volatility
> - sanjeev khanna , pg & e on correlation
> - gary morsches , southern on optimising information to accurately price and
> trade electricity
> - blake johnson , stanford university on modelling power prices
> - craig pirrong , olin school of business , washington university on building
> the optimal forward curve
>
> on day 2 , stream 3 , there are only 3 talks in that stream , as after lunch
we
> will be breaking for plenary sessions and the industry briefing sessions
> too . but the people who will be speaking in that stream are :
>
> - venu nagali , stanford university on real options
> - ram challa , sithe energies ( he was formerly at bankers trust ) on
> generation assets
>
> i have the slot on mergers and acquisitions in stream 3 on day 2 as still
> available but i ' m not sure if that session is your area of speciality ? let
> me know .
>
> thanks vince and very much looking forward to working with you again .
>
> emma
>
>
> - - - - - original message - - - - -
> from : vince j kaminski
> to : emma wolfin
> cc : vince j kaminski
> date : wednesday , december 15 , 1999 11 : 36 am
> subject : re : invitation to speak at power 2000
>
>
> >
> >
> > emma ,
> >
> > it ' s your choice . i can chair the session of day 2 or speak on one of
these
> > topics .
> > please , let me know what works for you .
> >
> > possible presentations :
> >
> > evaluating the effectiveness of insurance as a risk management tool
> >
> > or
> >
> > applying real option theory to value power plants
> >
> > or
> >
> > overcoming the difficulties of accurately estimating volatility
> >
> >
> > vince
> >
> >
> >
> >
> >
> > "" emma wolfin "" on 12 / 14 / 99 04 : 08 : 03 pm
> >
> > to : vince j kaminski / hou / ect @ ect
> > cc :
> > subject : invitation to speak at power 2000
> >
> >
> >
> >
> > hi vince
> >
> > it is my great pleasure to invite you to speak at power 2000 which will be
> > in houston on 9 & 10 may 2000 .
> >
> > would you be interested in chairing one of the streams on day 2 of the
> > conference ? or making a full presentation on one of the days ? please let
me
> > know which talks interest you . obviously , some of the talks are no longer
> > available but i would like to give you a choice as much as possible .
please
> > could you get back to me asap on 212 925 1864 ext 151 or by return email .
> >
> > i very much hope you can make the dates as i ' m very keen to have you
> > participate at power . not to flatter you unnecessarily , but i know that a
> > lot of people come to our conferences to hear what you have to say .
> >
> > best regards
> >
> > emma
> >
> >
> >
> >
> >
>
>
>
>
>
>",ENRON,0
75,"Subject: erequest password
your erequest ' s password is 4311
to use this password , go to the erequest website and click on non - corp logon .
put in your email address and the password above and click log in , and you
will log into erequest .",ENRON,0
76,"Subject: eol organization
can brad richter and savita puthigai attend the next trader meeting you have to let all the traders know that savita and her organization ( call center , product control , business analysis , trader support , etc . ) now report officially to brad richter going forward and not jay webb ?
savita and i discussed this today and we both agree that this is best and that explicit change should occur now . savita is still committed to staying until the end of 2001 , getting in some new talent in her group , training brad , working with webb , taking care of the traders , etc . i will talk with her in december or january about what might be next for her .
jay webb is also supportive of this . when he and i agreed that savita reporting to him was taking him away from a large , complex development job , he said brad should take the role . jay works well with brad and thinks brad , with time , will work well in andy zipper ' s old role . jay also signed a new contract recently and is committed to leading all technical and operational issues for enrononline and will be working closely with brad and savita .
let me know your thoughts .
gp",ENRON,0
77,"Dear Staff/Faculty,
This e-mail is for your records only.
Federal regulations require that institutions notify borrowers any time a Federal Loan and/or TEACH Grant has been disbursed in their name.This
email symbolises a copy of the disbursement notification detailing your Federal Loan(s) and/or TEACH Grant that have been disbursed to your
account for the 2019-20 aid year.
Please contact us if you have any questions. https://financialaid.stanford.edu
You are advised to check your Aid to confirm everything is in order: https://financialaid.stanford.edu/
Sincerely,
The Staff of the Office of Financial Aid and Scholarships
Stanford University",https://uit.stanford.edu/phishing,1
78,"Security protocol update
Your uw.edu Account is using old security version kindly upgrate mailbox to use the new and improved security
protocol.
You're getting this email to prevent your mailbox from loss of data due to vulnurable security license.
Upgrade and secure mailbox now
THIS SERVICE IS FREE.
You received this email to let you know about important changes to your uw.edu Account and services.
© 2020 uw.edu mail service center.
",https://ciso.uw.edu/education/more-phishing-examples/,1
79,"Subject: s 709101 - 04 / 03 / 01
daren , bp invoiced hpl at $ 4 . 955 for the deal below , and sitara shows $ 4 . 95 . can you please verify the pricing ? thanks .",ENRON,0
80,"Subject: allocation schedule
we spoke prior to the holiday and you were working on a list on support names
and projects that research is working on for various bus . can you tell me
how you are doing on that ? sarah brown , my manager , had a meeting with corp
and they are disputing the billing we are proposing to bill to them ( $ 1 . 9 m ) .
their argument is that they are going to bill ena back anyway ; therefore ,
they have agreed to take 40 % of the amount we intented to bill them in 2001 ,
which is approximately $ 760 k . if you have any questions , please call .
thanx .",ENRON,0
81,"Subject: start date : 1 / 6 / 02 ; hourahead hour : 7 ;
start date : 1 / 6 / 02 ; hourahead hour : 7 ; no ancillary schedules awarded . variances detected .
variances detected in load schedule .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010607 . txt
- - - - load schedule - - - -
$ $ $ variance found in table tblloads .
details : ( hour : 7 / preferred : 456 . 70 / final : 456 . 67 )
trans _ type : final
load _ id : scel
mkt _ type : 2
trans _ date : 1 / 6 / 02
sc _ id : enrj",ENRON,0
82,"Subject: hpl nom for january 16 , 2001
( see attached file : hplnol 16 . xls )
- hplnol 16 . xls",ENRON,0
83,"Subject: technical corner
for when you return . . .
sam
- - - - - - - - - - - - - - - - - - - - - - forwarded by william smith / corp / enron on 09 / 11 / 2000
07 : 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
giuseppe _ paleologo @ enron . net on 09 / 08 / 2000 05 : 00 : 17 pm
to : william . smith @ enron . com
cc :
subject : technical corner
hi will ( or sam ) ! i hope you had a good weekend ! the probability of the car
being blue should be . . . . hemmm . . . . let ' s see . . . . 41 . 38 % ? ? ?
by the way , do you know of any book on the collapse of ltcm ?
ciao ,
giuseppe",ENRON,0
84,"There has been an automatic security update on your email address. Click here to complete update
Please note that you have within 24 hours to complete this update because you might lose access to your Email Box.
CLICK HERE",https://lts.lehigh.edu/phishing/examples,1
85,"The Stanford Canvas team posted five new messages on your Canvas dashboard that requires immediate attention.
Login to Canvas
Thanks
Stanford Canvas Team",https://uit.stanford.edu/phishing,1
86,"Hi,

I’m in a meeting right now and that’s why I’m contacting you through email. I should have called you, but phone call is not allowed during the meeting. I don’t know when the meeting will be rounding up, I want you to help me out on something very important right away.

On Jul 13, 2019 12:05 PM, John Doe <jdoe.stanford@gmail.com> wrote:
Available?
--
Chair

John Doe",https://uit.stanford.edu/phishing,1
87,"Your Web mail account Certificate is about to expire, not to interrupt your email delivery configuration and account POP settings when sending message.
To re-new your web mail Certificate, Please take a second to update your records
With this link: Update-Link
account will work as normal after the verification process,
and your web mail Certificate will be updated.",https://lts.lehigh.edu/phishing/examples,1
88,"Dear User,
Someone recently tried to use an application to sign-in to your computer. We have found suspicious login
in Microsoft
attempts on your windows computer through an unknown sources. When our Microsoft security officers
investigated it was found out that someone from foreign IR address was trying to make prohibited
connection on your network which can corrupt your windows license key.
Please review the details of the Sign-in attempt. Last log-in attempt on your IP (Internet Protocol) address:
Date :16 March 2020
Location: North Korea & China
DVICE oft wicows
I.P Address: 127.29.217.255
If you do not recognize the sing-in attempt, someone else might be trying to access your network.
Please Contact Microsoft security Center and report to us immediately Call Toll Free: +1-844-307-7995",https://uit.stanford.edu/phishing,1
89,"Dear Sir/Ma
Happy New Year to you and your family.
Good Morning! How are you doing? I need urgent assistance on flight eservation please. I work with Lehigh University.
I hope to hear from you soon.",https://lts.lehigh.edu/phishing/examples,1
90,"Nadia El Alaoui wants to connect with you on Linkedin.
Nadia El Alaoui
Senior Analyst at Goldman Sachs Private Equity View Profile
Accept
You are receiving Invitan emails. Unsubscribe
This email was intended for Linay Nelson (Sydent at Pensacola State College). Learn why we included this 2012,
Linkedin Corporation. 2029 Stierlin Mountal View, CA 94043, USA",https://lts.lehigh.edu/phishing/examples,1
91,"Subject: fw : request submitted : access request bill . williams . iii @ enron . com
bill -
you should have a public folder set up in outlook by tomorrow . you can figure out how to get to the folder by reading the path i named in the following it request . let me know how this goes for you .
kate
- - - - - original message - - - - -
from : arsystem [ mailto : arsystem @ mailman . enron . com ]
sent : wednesday , september 05 , 2001 3 : 38 pm
to : symes , kate
subject : request submitted : access request bill . williams . iii @ enron . com
thank you for your request . you will be notified by email when your request has been processed . you can check the progress of your request by clicking http : / / itcapps . corp . enron . com / srrs / auth / emaillink . asp ? id = 000000000058321 & page = myreq .",ENRON,0
92,"Subject: copel position update
kevin :
here is a memo outlining our strategy for the copel position .
steven sheldon
director
enron principal investments",ENRON,0
93,"Subject: albert trevino 4 - 12 , tejas pipeline , trevino plant gas sales
fyi . . . . . . . . . . . . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 07 / 25 / 2000 07 : 57
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" evelyn daniel ""
07 / 24 / 2000 04 : 53 pm
to :
cc :
subject : albert trevino 4 - 12 , tejas pipeline , trevino plant gas sales
hello :
steve holmes said i should e - mail you to let you know the above well
availability will change from 2 mmbtu / d to 8000 mmbtu / d effective 7 / 26 / 00 .
it was in the process of fractionation .
please call me at ( 405 ) 552 - 4585 if you have any questions .
thanks .
evelyn daniel
devon energy",ENRON,0
94,"Dear Staff, Employee & Student,
You have Two (2) important security message from BlackBoard
Continue To View Here:
Sincerely,
BlackBoard Mail",https://lts.lehigh.edu/phishing/examples,1
95,"Subject: hub destructions - rough draft in progress
please see attached , would love feedback .",ENRON,0
96,"Subject: re : gwen koepke
i will see you on friday at 3 . if you would like for me to come before then , just let me know .
- - - - - original message - - - - -
from : kaminski , vince
sent : wednesday , may 02 , 2001 3 : 01 pm
to : labbe , anne
cc : kaminski , vince
subject : re : gwen koepke
anne ,
thanks for contacting me about this .
as a matter of fact , i wanted to talk to you about it
today as this matter was outstanding for a long time .
i think we should go ahead and adjust gwen to manager ,
effective march 1 . the compensation would be her current base plus
10 k . this is what we typically do when we promote an associate to a manager .
such promotions take place in march and i think
gwen should not be penalized for the inefficiency of her management
( i . e . my and maureen ' s procrastination ) .
on unrelated and more serious matter . gary hickerson is the primary client
for maureen ' s services . he communicated to me a few weeks ago that he is
unwilling to underwrite maureen ' s position ( he is in general unhappy with
her contribution ) . this means that maureen will have to find another sponsor or leave enron .
given her abrasive and aggressive personality finding another internal customer
will be quite a challenge .
gary volunteered to pay a very generous severance to maureen from his budget .
i would like to talk to you about it when you have a few minutes .
vince
from : anne labbe / enron @ enronxgate on 05 / 02 / 2001 10 : 34 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : gwen koepke
vince ,
just wanted to touch base with you . i have tried to contact maureen so that gwen ' s title and salary can be adjusted to manager just as you requested , but have not heard any response from her . would you like for me to wait until i hear from maureen or should i go ahead and proceed in changing her title ? i just want to make sure that gwen is in the right peer group during prc .
also , i am going to try and set up a meeting with you next week through shirley to discuss any buring issues that you are experiencing , and your expectations during prc .
thanks ,
anne",ENRON,0
97,"Hi user@stanford.edu
You have 8 unreceived emails on 12/8/2020 10:58:27 p.m., this was caused due to a system delay, Rectify Below:
View Pending Messages In Mail Saver.
Source: stanford.edu Support",https://uit.stanford.edu/phishing,1
98,"Subject: re : cp & l
daren ,
i am handling cp & l and am trying to resolve this issue from february production . cp & l shows 5 , 000 mmbtu on february 21 , but we do not have a deal . were you able to find anything out about this ?
thanks for your help .
rebecca
- - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 03 / 27 / 2001 04 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
03 / 26 / 2001 09 : 57 am
to : rebecca griffin / na / enron @ enron
cc :
subject : re : cp & l
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 03 / 26 / 2001 09 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gary w lamphier @ ect 03 / 26 / 2001 09 : 52 am
to : daren j farmer / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : re : cp & l
can we verified this gas flowed ? if it did it should have been billed on his term deal if there was one in place . if the gas flowed and we did not invoice for it on term let me know and i will put it in .
janet h wallis
03 / 22 / 2001 04 : 53 pm
to : gary w lamphier / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : cp & l
bob says he was not billed for a purchase he made from you at 5 k $ 5 . 16 on feb 21 st . will you check this out and get with
bob a and katherine herrera .
jw
",ENRON,0
99,"Subject: global intelligence status
i ' m attaching a summary status to let you know where we are and what the
preliminary project costs are looking like . jennifer fraser has been trying
to identify some additional individuals from the trading organization to
provide input into the final design . these meetings are being conducted by
it today ( 3 - 5 pm ) and tomorrow ( 3 - 5 pm ) . doesn ' t sound like she ' s had great
success at getting people identified . can you provide names of resources who
could participate ?",ENRON,0
